name,img_link,description,tags,ingredients,recipe,about
Black & Tan,/media/k2/items/cache/36344ca48475f863c1fe44d1c1cfab3f_S.jpg,Le Black & Tan : un cocktail mélangeant deux bières aussi appelé Arf & Arf.,Direct au verre; Bière,50% de bière Pale Ale; 50% de bière Porter,Remplir la première moitié du verre avec la bière Pale Ale.; Verser doucement au dessus la bière Porter à l'aide d'une cuillère.,"Le concept de mélanger des bières remonte au XVIIIe siècle, une époque où les buveurs et les brasseurs expérimentaient différentes combinaisons pour adoucir ou modifier les saveurs. Mais le Black and Tan, tel que nous le connaissons aujourd’hui, a gagné en popularité au XXe siècle, notamment aux États-Unis et en Angleterre.; L’appellation ""Black and Tan"" est souvent attribuée aux barmans britanniques du début des années 1900, qui utilisaient cette technique pour créer un contraste esthétique et une expérience de dégustation unique. La densité plus élevée de la stout lui permet de flotter au-dessus de la pale ale, créant un effet visuel saisissant.; Cependant, en Irlande, le terme ""Black and Tan"" est mal perçu. Il faisait référence aux forces paramilitaires britanniques envoyées en Irlande pendant la guerre d’indépendance irlandaise (1919-1921). Ces troupes, appelées ainsi en raison de leurs uniformes noir et beige, sont tristement célèbres pour leur brutalité contre les civils irlandais. C’est pourquoi demander un ""Black and Tan"" en Irlande peut être mal vu, on y préfère plutôt le nom ""Half and Half""."
Brain Duster,/media/k2/items/cache/e1e1ad60f07c4aa3ccbcb2973e9d7007_S.jpg,Le cocktail Brain Duster : une recette à base d'absinthe parue en 1892.,Au verre à mélange; Jus de citron; Sirop de sucre; Absinthe; Sherry / Xérès; Vermouth rouge,"3 cl d'absinthe; 1,5 cl de sherry (Xérès); 1,5 de vermouth rouge (Martini...); 1 cl de jus de citron vert; 1 cl de sirop de sucre",Insérer tous les ingrédients dans un verre à mélange à moitié rempli de glaçons.; Remuer à l'aide d'une cuillère à mélange puis filtrer dans un verre.,"Le Brain Duster est attribué à l’époque de la fin du XIXe siècle, une période où la mixologie connaissait une grande effervescence, notamment grâce à des barmen innovants aux États-Unis. Ce cocktail aurait été popularisé dans les années 1890, un âge d’or des cocktails où l’absinthe était largement utilisée avant son interdiction dans plusieurs pays au début du XXe siècle.; Il est souvent comparé au célèbre Manhattan, en raison de sa base de whisky et de vermouth, mais se distingue par l’ajout d’absinthe, qui lui confère une dimension plus herbacée et anisée. Ce cocktail était conçu pour réveiller et stimuler l’esprit, une promesse qui s’accorde bien avec les tendances de l’époque, où les boissons fortes étaient considérées comme des toniques revigorants."
Port wine Sangaree,/media/k2/items/cache/aee44fc32e47f07b5fe3050745ad94ac_S.jpg,Le cocktail Port wine sangaree : une recette à base de Porto de la famille des sangarees.,Au shaker; Sirop de sucre; Vin de liqueur (Porto),6 cl de Porto; 1 cl de sirop de sucre; Noix de muscade râpée,Frapper au shaker avec quelques glaçons le Porto et le sirop de sucre.; Filtrer dans un verre.; Saupoudrer le cocktail de noix de muscade râpée.,"Le Port Wine Sangaree est un cocktail ancien, remontant aux années 1700, bien avant l’essor de la mixologie moderne. Il appartient à la famille des Sangarees, des boissons à base d’alcool, de sucre et d’épices, qui sont considérées comme les ancêtres des cocktails tels que nous les connaissons aujourd’hui.; Apprécié pour sa simplicité et son équilibre entre douceur et profondeur, le Port Wine Sangaree est un mélange élégant de porto, de sucre et parfois d’une touche de muscade ou d’eau gazeuse. Il était particulièrement prisé dans les tavernes britanniques et américaines du XVIIIe et XIXe siècles, où il était servi comme un remontant raffiné."
Bull Dog,/media/k2/items/cache/9aa91352e792f145830c61b99571c730_S.jpg,Le cocktail Bull Dog : une recette qui date de plus d'un siècle.,Direct au verre; Jus de citron; Gin; Sirop de sucre; Ginger Ale,5 cl de gin; 3 cl de jus de citron jaune pressé; 2 cl de sirop de sucre; 5 cl de ginger ale (Canada Dry...),"Remplir un verre de glaçons.; Verser directement dans le verre le gin, le jus de citron jaune, le sirop de sucre de canne et le ginger ale.; Remuer à l'aide d'une cuillère à mélange.","Le BullDog est né dans les années 1990, au cœur d'un renouveau dans l'univers de la mixologie. En effet, cette période a vu une montée en puissance de la culture des cocktails, avec des mixologues de plus en plus créatifs, à la recherche de nouvelles saveurs et textures. C’est dans ce contexte de renouveau que le BullDog a fait son apparition dans certains bars. Il est souvent considéré comme un cocktail moderne, bien que ses origines exactes restent floues."
Income Tax,/media/k2/items/cache/7d0d25bfcaa1421c2931a4f0387462aa_S.jpg,Le cocktail Income tax : quand l'impôt sur le revenu a sa propre recette !,Au shaker; Jus d’orange; Gin; Vermouth blanc (Martini); Angostura bitters; Vermouth rouge,3 cl de gin; 1 cl de vermouth blanc; 1 cl de vermouth rouge; 2 cl de jus d'orange fraîchement pressée; 2 traits d'Angostura Bitters,"Frapper au shaker avec quelques glaçons le gin, les 2 vermouths, le jus d'orange et l'Angostura bitters.; Filtrer dans un verre.; Insérer un zeste d'orange.",Le cocktail Income tax (impôt sur le revenu) et une variante très proche du Bronx.
Sherry Egg Nogg,/media/k2/items/cache/d0d354668f69293e040aa69de3140c78_S.jpg,Le Sherry Egg Nogg : un cocktail qui met à l'honneur le célèbre vin andalousien de Xérès.,Au shaker; Lait; Œuf; Sherry / Xérès,"1 jaune d'œuf; 1,5 cuillère à café de sucre en poudre; 6 cl de sherry (Xérès); 5 cl de lait; 1 pincée de noix de muscade râpée / en poudre","Dissoudre dans le shaker le sucre en poudre avec un peu d'eau à l'aide d'une cuillère à mélange.; Insérer dans le shaker le jaune d'oeuf et mélanger à nouveau.; Insérer les glaçons, le Xérès et le lait puis bien frapper au shaker.; Verser dans un verre en filtrant la glace du shaker.; Saupoudrer de noix de muscade râpée au dessus du cocktail.",Le cocktail Sherry Egg Nogg est la variante au sharry du grand classique Egg Nogg.
Cornell,/media/k2/items/cache/269b36e876e375e05083f78293992209_S.jpg,Le cocktail Cornell : une recette apparue pendant la première guerre mondiale.,Au shaker; Gin; Marasquin; Œuf,4 cl de gin; 5 cl de marasquin; 1 blanc d'oeuf,"Frapper au shaker le gin, le marasquin et le blanc d'oeuf avec quelques glaçons.; Filtrer dans une coupe.","Bien que l’origine précise du Cornell Cocktail demeure quelque peu floue, il est généralement admis qu’il a été créé dans les années 1920, une époque où les bars et les clubs privés américains florissaient et où les mixologues cherchaient constamment à inventer des boissons nouvelles et élégantes. Le cocktail aurait été conçu par un barman ou un groupe d'étudiants de l'université de Cornell, en l'honneur de l'école elle-même, ou peut-être pour une occasion spéciale liée à l'institution."
Bedroom Farce,/media/k2/items/cache/c75601cf4b798b9bb038a5b73c93d358_S.jpg,Le Bedroom Farce : un cocktail chaud riche en saveurs.,Direct au verre; Crème fraîche; Whisky; Liqueur Galliano; Chocolat au lait; Rhum ambre,"2 cl de rhum ambré; 2 cl de whisky Bourbon; 1 cl de liqueur Galliano; 7,5 cl de chocolat chaud; 2,5 cl de crème fraîche","Verser le rhum, le bourbon, la liqueur Galliano puis le chocolat chaud directement dans le verre.; Superposer la crème fraîche au dessus en la versant délicatement le long du bord intérieur du verre.; Saupoudrer de chocolat en poudre ou en copeaux.",
Jungle Juice,/media/k2/items/cache/jungle-juice_S.jpg,Le Jungle Juice : un long drink très fruité et rafraîchissant à base de tequila.,Au shaker; Jus d’orange; Jus de citron; Jus de canneberge; Jus d’ananas; Tequila,4 cl de tequila; 3 cl de jus d'orange; 3 cl de jus d'ananas; 3 cl de jus de cranberry; 2 cl de jus de citron vert,"Frapper au shaker avec quelques glaçons la tequila, les jus d'orange, d'ananas, de canneberge et de citron vert.; Verser dans un verre rempli de glaçons en filtrant la glace restante dans le shaker.; Décorer avec un quartier de citron vert sur le bord du verre.","Le Jungle juice est un long drink très fruité et rafraîchissant dont la recette de base est celle ci-dessus. C'est un cocktail déjà riche en ingrédients et en saveur, mais ce ""jus de la jungle"" est malgré ça parfois arrangé par l'ajout de rhum, de triple sec, lemon/lime soda..."
Blackberry Julep,/media/k2/items/cache/6cdb4ac6ccf86fc9922b1b1ecf5faa0d_S.jpg,Le Blackberry Julep : Un dérivé du Mint Julep avec de la mûre en plus.,Direct au verre; Whisky; Menthe fraîche,5 cl de whisky bourbon; 1 cuillère à café de sucre en poudre; 5 à 7 feuilles de menthe fraîche; Quelques mûres,"Directement dans un verre, piler quelques mûres avec la menthe et le sucre en poudre.; Remplir le verre de glace pilée.; Verser le bourbon.; Remuer délicatement à l'aide d'une cuillère à mélange.; Décorer avec de la menthe fraîche et quelques mûres.","Le cocktail Blackberry Julep (aussi appelé Blackberry-Mint Julep) est une énième variante du grand classique Mint Julep, avec ici de la mûre en plus."
Banana Banshee,/media/k2/items/cache/556202461533c16857a46ed5bfb7c21c_S.jpg,Le cocktail Banshee : une recette très crèmeuse aux saveurs de banane et cacao.,Au blender; Crème fraîche; Liqueur / crème de cacao; Liqueur / crème de banane,2 cl de liqueur de banane; 2 cl de crème de cacao blanc (Marie Brizard...); 4 cl de crème épaisse,"Passer au blender avec de la glace la liqueur de banane, la crème de cacao et la crème épaisse.; Verser dans le verre.","Cette recette de Banana Banshee est celle de base, mais comme certains établissements le font vous pouvez enrichir cette recette en ajoutant dans le blender par exemple quelques morceaux d'une banane, du malibu banane, un brun de rhum ou autre.; Les banshees sont des singes hurleurs d'Australie, ce serait en leur honneur que ce cocktail aurait été nommé."
Raspberry Collins,/media/k2/items/cache/605a5b56c8e1f29c51548653d6f1dfc8_S.jpg,Le cocktail Raspberry Collins : la recette fruitée d'un collins aux framboises.,Au shaker; Jus de citron; Gin; Eau gazeuse; Sirop de sucre,"4 cl de gin; 1,5 cl de jus de citron pressé; 1,5 cl de sirop de sucre de canne; 6 cl d'eau gazeuse; 10 framboises fraîches","Piler les framboises directement dans le shaker à l'aide d'un pilon.; Y insérer le gin, le jus de citron, le sirop de sucre et quelques glaçons.; Frapper pendant quelques secondes.; Verser en flitrant la glace dans un verre rempli de glaçons.; Compléter avec l'eau gazeuse et remuer à l'aide d'une cuillère à mélange.","Le cocktail Raspberry Collins est un ""Collins"" (type de long drink) dans une version aux framboises, vous pouvez si vous le souhaitez rajouter un peu de liqueur ou sirop de framboise pour des saveurs plus prononcées du fruit."
Affinity,/media/k2/items/cache/e9f3064a37460e22935d3df9e26e53bb_S.jpg,Le cocktail Affinity : une recette vintage datant du début du XXème siècle.,Au shaker; Angostura bitters; Whisky; Vermouth rouge,"2,5 cl de whisky (Scotch); 2,5 cl de vermouth rouge (Martini rosso, Noilly Prat rouge); 2,5 cl de vermouth dry (Martini extra dry, Noilly Prat dry); 1 trait d'Angostura bitters","Frapper au shaker avec de la glace le whisky, les 2 vermouths et l'Angostura bitters.; Verser dans un verre en filtrant la glace du shaker.; Ajouter un zeste de citron sur le bord du verre.","Le cocktail Affinity est apparu à la fin du XIXe siècle, à une époque où les cocktails gagnaient en popularité et où les barmans s’essayaient à des créations innovantes. Les premières mentions du cocktail Affinity remontent à 1880 dans les livres américains de mixologie, où il est souvent décrit comme une boisson raffinée, idéale pour les soirées élégantes et les réunions mondaines."
Bentley,/media/k2/items/cache/f75f45065e491a3adc61e72a384867bb_S.jpg,Le cocktail Bentley : une recette restée inchangée à base d'Applejack et de Dubonnet.,Au shaker; Calvados; Dubonnet,4 cl de Applejack (à substituer par du Calvados en France); 4 cl de Dubonnet rouge,Frapper avec de la glace au shaker l'Applejack (ou Calvados) et le Dubonnet.; Verser dans un verre en filtrant la glace du shaker.,"Le Bentley est un cocktail sec dont la recette n'a strictement jamais évoluée, il est composé d'Applejack (que l'on substitue à défaut d'en avoir en France par du Calvados) et de Dubonnet rouge. La recette apparaît en 1930 dans ""The Savoy cocktail book"" de Harry Craddock."
Lemon Squash,/media/k2/items/cache/lemon-squash_S.jpg,"Lemon Squash : un cocktail sans alcool très rafraîchissant à base de jus de citron, sucre et eau gazeuse.",Direct au verre; Jus de citron; Eau gazeuse; Sirop de sucre,4 cl de jus de citron pressé; 2 cl de sirop de sucre; 9 cl d'eau gazeuse; Fruits de saison en décoration,"Remplir un verre de glace pilée.; Verser directement le jus de citron, le sirop de sucre et l'eau gazeuse.; Remuer légèrement à l'aide d'une cuillère à mélange.; Garnir avec du citron et autres fruits de saison.","Le Lemon Squash est une boisson rafraîchissante qui trouve ses origines dans les traditions anglaises et coloniales du XIXe siècle. Contrairement à de nombreux cocktails emblématiques, le Lemon Squash n’est pas nécessairement une boisson alcoolisée à l’origine. Il s’agit plutôt d’une limonade pressée, simple et naturelle, qui a évolué au fil du temps pour devenir une boisson populaire dans de nombreux pays."
Frosty Dawn,/media/k2/items/cache/65672688a4f4c8a57ea38e20056bdce1_S.jpg,"Le cocktail Frosty Dawn : une recette de 1954 qui signifie ""aube glaciale"".",Au shaker; Jus d’orange; Rhum; Marasquin,3 cl de rhum (portoricain); 1 cl de marasquin; 2 cl de jus d'orange; 1 cl de sirop de falernum,"Frapper au shaker le rhum, le falernum, le marasquin et le jus d'orange.; Verser dans un verre rempli de glace en filtrant la glace du shaker.",Le Frosty Dawn est un cocktail du 20ème siècle qui a la particularité d'être réalisé avec du sirop de falernum.
Barbary Coast,/media/k2/items/cache/391d45802a606be64095bd7b66c67316_S.jpg,Le cocktail Barbary Coast : une recette du Nevada datant de 1940.,Au shaker; Jus d’orange; Whisky; Vermouth rouge,"4 cl de rye whiskey (whisky de seigle); 2 cl de vermouth rouge (Martini rosso, Noilly Prat rouge); 2 cl de jus d'orange","Frapper au shaker avec quelques glaçons le whisky, le vermouth et le jus d'orange.; Verser dans un verre en filtrant la glace du shaker.","Le cocktail Barbary Coast est apparue dans le Reno Evening Gazette (Nevada, USA) le 21 novembre 1940, la recette est restée inchangée depuis, elle est toujours réalisée sans exception avec du rye whiskey, du vermouth rouge et du jus d'orange."
Andalusia,/media/k2/items/cache/6ddb2450462828abf9aabc88d6bfb7fe_S.jpg,Le cocktail Andalusia : une recette corsée aux parfums d'Andalousie.,Au verre à mélange; Brandy; Rhum; Sherry / Xérès,"4,5 cl de sherry (Xérès); 1,5 cl de rhum blanc; 1,5 cl de brandy","Insérer le sherry, le rhum et le brandy dans un verre à mélange à moitié rempli de glaçons.; Mélanger à l'aide d'une cuillère à mélange.; Filtrer dans un verre.","Intenses et fortement parfumés, les cocktails andalusias s'apprécient en les dégustant doucement, idéalement à la fin d'un repas aux saveurs andalousiennes."
Purple Hooter,/media/k2/items/cache/bf337492a0864d5a8d1619941820aa93_S.jpg,"Le cocktail Purple Hooter : une recette rafraîchissante qui signifie ""sirène violette"".",Au shaker; Jus de citron; Vodka; Limonade; Liqueur / crème de framboise,4 cl de vodka; 3 cl de liqueur de framboise; 2 cl de jus de citron vert pressé et filtré; 6 cl de limonade ou 7up,"Frapper au shaker avec quelques glaçons la vodka, la liqueur de framboise et le jus de citron vert.; Verser en filtrant la glace dans un verre rempli de glaçons.; Compléter avec la limonade.","Le Purple Hooter est un cocktail à base de vodka et liqueur de framboise, additionné de jus de citron et de limonade rendant le cocktail très rafraîchissant et désaltérant."
Dizzy Blonde,/media/k2/items/cache/8462850dbb62c4bd159ee1ad55df6950_S.jpg,Le cocktail Dizzy Blonde : une recette audacieuse à base d'Advocaat et de Pernod.,Direct au verre; Jus d’orange; Limonade; Anisé; Advocaat,4 cl de liqueur Advocaat; 2 cl de Pernod; 3 cl de jus d'orange; 6 cl de limonade,"Remplir le verre de glaçons.; Verser directement dans le verre la liqueur Advocaat, le Pernod, le jus d'orange puis la limonade.; Remuer à l'aide d'une cuillère à mélange.; Décorer avec une rondelle de citron.","Le cocktail Dizzy Blonde (blonde vertigineuse) est à base d'advocaat, une liqueur onctueuse originaire des Pays-Bas et fabriquée à partir de jaune d'œuf, de sucre et d'alcool."
Soupe Angevine,/media/k2/items/cache/soupe-angevine.jpg,"La Soupe Angevine : une recette originaire de l'Anjou idéale pour Noël, nouvel an ou autre fête.",Direct au verre; Triple sec (Cointreau); Jus de citron; Sirop de sucre,2 cl de Cointreau; 1 cl de jus de citron; 1 cl de sirop de sucre de canne; 8 cl de vin mousseux / crémant de Loire,"Verser directement dans une flûte le Cointreau, le jus de citron, le sirop de sucre puis le vin mousseux.; Remuer à l'aide d'une cuillère à mélange.","Vous pouvez aussi réaliser la Soupe Angevine pour plusieurs personnes dans un grand récipient ou bol à punch, les proportions seront alors de 18 cl de Cointreau, 10 cl de jus de citron, 10 cl de sirop de sucre et 1 bouteille de 75 cl de vin mousseux."
Champagne Punch,/media/k2/items/cache/champagne-punch-S.jpg,Le Champagne Punch : quand vous l'aurez goûté vous ne boirez plus le Champagne seul...,Au shaker; Triple sec (Cointreau); Jus de citron; Champagne; Sirop de sucre,1 cl de triple sec; 1 cl de jus de citron pressé; 1 cl de sirop de sucre; 9 cl de Champagne brut,"Frapper au shaker avec quelques glaçons le triple sec, le jus de citron et le sirop de sucre.; Filtrer dans une flûte.; Compléter avec du Champagne frais.; Garnir avec des fruits (orange, ananas et baies).","Le Champagne Punch est un cocktail festif et rafraîchissant, idéal pour les grandes occasions. Mélangeant Champagne, fruits frais, jus et spiritueux, il incarne la convivialité et l’élégance. Ce punch pétillant est souvent servi dans de grandes coupes lors de réceptions, de mariages ou de fêtes raffinées.; Sa douceur fruitée et son effervescence délicate en font une boisson accessible et appréciée par tous, parfaite pour ajouter une touche de glamour à n’importe quel événement."
Brave Bull,/media/k2/items/cache/9189082f4804c1ab16e77d2cfe8d09d4_S.jpg,Le Brave Bull : un cocktail sec fait de tequila et de liqueur de café.,Direct au verre; Liqueur / crème de café; Tequila,6 cl de tequila; 3 cl de liqueur de café,Insérer quelques glaçons dans le verre.; Verser directement la tequila puis la liqueur de café.; Remuer à l'aide d'une cuillère à mélange.,"Le cocktail Brave Bull est un short drink composé de tequila et liqueur de café (Kahlua...), il est apparu en 1972 dans ""Trader Vic's Bartender's Guide""."
Ale Sangaree,/media/k2/items/cache/665e3353c5a0a1298b58f0408e39e998_S.jpg,"Ale sangaree : une recette de cocktail qui met à l'honneur la bière ""ale"".",Direct au verre; Bière,22 cl de bière ale; 3 cl de sirop de sucre; Noix de muscade râpée,Verser directement dans un verre à bière le sirop de sucre puis la bière ale.; Saupoudrer de noix de muscade râpée.,"Le Ale Sangaree est un cocktail de la famille des ""sangarees"", il se compose de bière cervoise, sucre et noix de muscade.; ""Ale"" est un terme qui à l'origine désignait la Cervoise, ancêtre de la bière arrivée au cours du XVIIIème sièce et fabriquée avec du houblon."
PainKiller,/media/k2/items/cache/painkiller.jpg,Le PainKiller : un cocktail tiki doux et exotique à base de rhum et crème de coco.,Au shaker; Jus d’orange; Rhum; Jus d’ananas; Crème et lait de coco,5 cl de rhum; 4 cl de jus d'ananas; 4 cl de jus d'orange pressée; 2 cuillères à café de crème de coco,"Frapper au shaker avec quelques glaçons le rhum, le jus d'ananas, le jus d'orange et la crème de coco.; Filtrer dans un verre rempli de glaçons.",Le Painkiller trouve ses racines au 20ème siècle dans les Îles Vierges britanniques.
Allies,/media/k2/items/cache/fe4bbe81600a40063594e597e00eb05b_S.jpg,Le cocktail Allies : une recette célèbre pour sa présence de Kummel.,Au verre à mélange; Gin; Vermouth blanc (Martini),"3 cl de gin; 3 cl de vermouth blanc; 1 cl de liqueur de carvi/cumin ""Kummel""","Insérer le gin, le vermouth et le Kummel dans un verre à mélange à moitié rempli de glace.; Remuer à l'aide d'une cuillère à mélange.; Verser dans le verre en filtrant la glace à l'aide d'une passoire à glaçons.","Le Allies Cocktail a vu le jour pendant les années de guerre, à une époque où les cocktails étaient devenus un moyen d'évasion pour beaucoup. Alors que les États-Unis et d'autres nations se battaient sur plusieurs fronts, les barmans se sont mis à créer des boissons en l'honneur des événements qui se déroulaient à l'échelle mondiale. Le Allies Cocktail, avec ses ingrédients soigneusement sélectionnés, représente cette union des nations qui se sont battues ensemble pour la liberté."
Rebujito,/media/k2/items/cache/rebujito_S.jpg,Le Rebujito : un cocktail espagnol très consommé lors des férias de Séville.,Direct au verre; Sherry / Xérès; Lemon-lime soda (Fr),7 cl de sherry fino ou Manzanilla; 8 cl de lemon-lime soda (7up),Verser directement le sherry ou Manzanilla dans un verre contenant quelques glaçons.; Remuer légèrement à l'aide d'une cuillère à mélange.; Garnir avec une rondelle de citron et de la menthe.,"Le Rebujito (que l'on prononce rébourito) est un cocktail espagnol composé de sherry fino ou Manzanilla et lemon-lime soda (7up voire Sprite), c'est une boisson très consommée notamment lors de la féria de Séville."
RAC,/media/k2/items/cache/e561084e9220383c7204eb40f9bc13f1_S.jpg,Le RAC cocktail : une recette datant de 1914 qui provient du Royal Automobile Club.,Au verre à mélange; Sirop de grenadine; Gin; Vermouth blanc (Martini); Orange bitter; Vermouth rouge,"5 cl de Dry Gin; 2,5 cl de vermouth blanc; 2,5 cl de vermouth rouge; 1 trait de sirop de grenadine; 1 trait d'Orange Bitter","Remplir à moitié un verre à mélange de glaçons.; Verser dans le verre à mélange le gin, les 2 vermouths, le sirop de grenadine et l'Orange Bitter.; Remuer à l'aide d'une cuillère à mélange.; Filtrer dans une coupe.; Insérer une cerise dans le verre ainsi qu'un zeste d'orange.","Le RAC Cocktail est un mélange de plusieurs ingrédients classiques, mais son nom mystérieux et son histoire se sont quelque peu égarés au fil des ans. Son nom pourrait faire référence à plusieurs théories, notamment à l'usage d'ingrédients spécifiques ou à l'influence d'un établissement, mais la vérité exacte reste difficile à retracer. Selon certaines sources, le RAC Cocktail aurait été créé dans un bar prestigieux ou un club exclusif à une époque où les cocktails servaient de symboles de statut et de distinction sociale."
Jacuzzi,/media/k2/items/cache/3946cc5a2ed843c2c9fca0b4efcd28ba_S.jpg,Le cocktail Jacuzzi : une recette au Champagne riche en saveurs.,Au shaker; Jus d’orange; Gin; Champagne; Liqueur / crème de pêche,2 cl de gin; 3 cl de liqueur de pêche; 3 cl de jus d'orange pressée; 5 cl de Champagne,"Frapper au shaker avec quelques glaçons le gin, la liqueur de pêche et le jus d'orange pressée.; Verser dans une flûte en filtrant la glace.; Compléter avec le Champagne.","Le cocktail Jacuzzi est une recette au Champagne riche et fruitée, un peu à cheval entre le Mimosa, le Bellini et le French 75 puisqu'il comporte les ingrédients de ces 3 cocktails."
Agincourt,/media/k2/items/cache/ba0166c7a50d96eb270097f3f911e08a_S.jpg,Le cocktail Agincourt : une recette en souvenir d'une bataille qui s'est déroulée dans le Pas-de-Calais.,Au shaker; Jus de citron; Liqueur d’amandes; Vermouth dry (Martini); Vermouth rouge,"3 cl de vermouth dry (Martini...); 3 cl de vermouth rouge (Martini...); 1,5 cl de Amaretto; 0,5 cl de jus de citron pressé et filtré","Frapper au shaker avec des glaçons les 2 vermouths, l'Amaretto et le jus de citron.; Verser dans le verre en filtrant la glace.",Agincourt est le nom anglo-saxon de la commune française d'Azincourt située dans le Pas-de-Calais. Le nom donné à la recette du cocktail Agincourt fait très certainement référence à la bataille qui a eue lieu dans cette ville d'azincourt (Battle of Agincourt) en 1514 pendant la guerre de 100 ans.
Voodoo,/media/k2/items/cache/3ddc7c1342202ff1939ae99b11098ec6_S.jpg,Le cocktail Voodoo : une recette fruitée enrichie au vermouth.,Au shaker; Jus de citron; Sirop de sucre; Jus de pomme; Rhum ambre; Vermouth rouge,4 cl de rhum ambré; 2 cl de vermouth rouge (Martini...); 6 cl de jus de pomme; 2 cl de jus de citron pressé et filtré; 1 cl de sirop de sucre de canne,"Frapper au shaker avec quelques glaçons le rhum, le vermouth rouge, le jus de pomme, le jus de citron et le sirop de sucre.; Verser dans un verre en filtrant la glace.","Le Voodoo est un cocktail originaire d'Angleterre plutôt récent puisqu'il date du tout début des années 2000, il aurait été créé par un certain Alex Kammerling.; C'est une recette riche en saveurs et parfaitement équilibrée, où les nombreuses saveurs fruitées se mélangent à merveille avec celles du vermouth et celles du rhum ambré, le tout adoucit par le sirop de sucre."
Killer Punch,/media/k2/items/cache/cfee1df0aef1bf88281266898fc4ff19_S.jpg,Le cocktail Killer Punch : une recette (de tueur) aux saveurs fruitées.,Au shaker; Vodka; Jus de canneberge; Liqueur d’amandes; Liqueur de melon,3 cl de vodka; 2 cl de liqueur de melon vert (Midori...); 2 cl de Amaretto; 8 cl de jus de canneberge,"Frapper au shaker avec quelques glaçons la vodka, la liqueur de melon, l'Amaretto et le jus de canneberge.; Verser dans un verre rempli de glaçons en filtrant la glace restante dans le shaker.; Insérer une tranche de citron vert.",Le Killer Punch est un cocktail aux saveurs fruitées qui tient probablement son nom de la couleur sanglante qu'il a.
Ménage à Trois,/media/k2/items/cache/a01253be6ea05e1e8a72b1a2a0636467_S.jpg,Le cocktail Ménage à Trois : une recette onctueuse au nom sans ambages.,Au shaker; Triple sec (Cointreau); Crème fraîche; Rhum ambre,3 cl de rhum ambré; 3 cl de Cointreau; 3 cl de crème liquide,"Frapper au shaker avec quelques glaçons le rhum brun, le Cointreau et la crème liquide.; Filtrer dans une coupe.","Le cocktail Ménage à Trois est composé comme son nom l'indique de 3 ingrédients : rhum, triple sec et crème liquide à parts égales, il pourrait être d'origine française."
Almond Joy,/media/k2/items/cache/3dcbd8056f504532259e733a4b9e2ae3_S.jpg,Le cocktail Almond Joy : une recette douce et particulièrement crèmeuse.,Au shaker; Crème fraîche; Liqueur d’amandes; Liqueur / crème de cacao,1 part de Amaretto; 1 part de crème de cacao blanc (Marie Brizard...); 4 parts de crème fraîche liquide,"Frapper au shaker avec des glaçons la liqueur d'amande, la crème de cacao et la crème liquide.; Verser dans le verre en filtrant la glace.",Le cocktail Almond Joy peut aussi se réaliser au blender.
Litchi Martini,/media/k2/items/cache/lychee-martini-400.jpg,Le cocktail Litchi Martini : la recette d'un martini aux saveurs exotiques de litchis.,Au shaker; Vodka; Liqueur de litchi (Soho),3 cl de vodka; 1 cl de liqueur de litchi Soho; 3 cl de jus de litchi,"Frapper au shaker la vodka, le Soho et le jus de litchi avec quelques glaçons.; Filtrer dans un verre à martini.; Décorer otionnellement avec un litchi sur un pic en bois.","Le Litchi Martini, appelé aussi Lychee Martini, est un short drink de la famille des martinis composé de vodka, liqueur de litchi et jus de litchi."
Atomic Dog,/media/k2/items/cache/49d777cdd477e76dea7b279017b034de_M.jpg,Le cocktail Atomic Dog : une recette exotique et rafraîchisssante au Malibu.,Au shaker; Jus de citron; Rhum; Jus d’ananas; Liqueur de melon; Malibu coco,2 cl de rhum blanc; 2 cl de Malibu Coco; 2 cl de liqueur de melon; 2 cl de jus de citron pressé; 7 cl de jus d'ananas,"Frapper au shaker avec quelques glaçons le rhum, le Malibu coco, la liqueur de melon, le jus de citron et le jus d'ananas.; Filtrer dans un verre rempli de glaçons.","Le cocktail Atomic Dog (chien atomique) est un long drink à base de rhum et Malibu coco, c'est une recette désaltérante et très exotique avec des saveurs de noix de coco, de melon et d'ananas."
Citrus Cooler,/media/k2/items/cache/a786836489dab4f04d53706ec376ba50_S.jpg,Le cocktail Citrus Cooler : une recette au parfum d'agrumes.,Au shaker; Jus d’orange; Triple sec (Cointreau); Rhum; Lemon-lime soda (Fr),3 cl de rhum blanc; 2 cl de Cointreau; 6 cl de jus d'orange; 4 cl de lemon/lime soda (Sprite ou 7up),"Frapper au shaker avec quelques glaçons le rhum, le Cointreau et le jus d'orange.; Verser en filtrant la glace dans un verre rempli de glaçons.; Compléter avec le lemon/lime soda.",Le Citrus Cooler est un cocktail au parfum d'agrumes qui se réalise de préférence avec du jus d'orange fraîchement pressé.
